frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_text
516,227.0,"[288.5371330841095, 493.8433416714757, 738.1968244949953, 1122.5906077448528]","[311.0315856933594, 735.1415405273438, 448.746826171875, 834.8226928710938]","59-T2
686.23"
517,227.0,"[301.9476648911582, 504.9007851551565, 742.8777908832362, 1122.5815775324995]","[325.6951904296875, 748.7177124023438, 466.5281982421875, 842.5645751953125]","59-T2
686.23"
518,227.0,"[322.68521246726675, 510.9951289983754, 759.3254213576691, 1123.3133456446965]","[348.3408508300781, 753.1492919921875, 484.9941101074219, 848.9451904296875]","59-T2
686.23"
519,227.0,"[340.2592134908807, 520.1717622062291, 773.5205859725743, 1127.396985185977]","[361.478759765625, 757.1451416015625, 494.37176513671875, 855.7093505859375]","59-T2
686.23"
520,227.0,"[347.90343743025505, 528.5309470866074, 775.1133374526532, 1129.6752281296754]","[375.05120849609375, 760.9588012695312, 508.43634033203125, 856.8043212890625]","59-T2
686.23"
521,227.0,"[359.2924345202257, 534.9446921564015, 779.2378854733429, 1129.8904393307434]","[387.80389404296875, 758.4918823242188, 518.4093627929688, 855.44091796875]","59-T2
686.23"
522,227.0,"[369.4321741207975, 534.0467032326961, 776.2413414211735, 1124.324944737266]","[401.29376220703125, 756.8689575195312, 536.9498291015625, 852.3460693359375]","59-T2
686.23"
523,227.0,"[386.050293659423, 539.1032908879583, 790.2160274145624, 1124.0796378477626]","[416.0243225097656, 758.6961669921875, 552.306640625, 856.5335083007812]","59-T2
686.23"
524,227.0,"[403.82306443547475, 541.1138810796504, 807.8794714775685, 1122.1117512852672]","[430.9713134765625, 755.9947509765625, 562.7986450195312, 852.0374755859375]","59-T2
686.23"
525,227.0,"[416.7177376254733, 538.8587932143062, 821.8677523330741, 1116.4587874049707]","[439.78912353515625, 754.42724609375, 576.91943359375, 849.8427734375]","59-T2
686.23"
526,227.0,"[422.37830362081934, 536.0135816506875, 824.2514318394823, 1109.9819992500163]","[453.8744201660156, 749.3966064453125, 584.490478515625, 844.1943359375]","59-T2
686.23"
527,227.0,"[436.094500982255, 533.2859416013199, 840.464525588687, 1105.5640484038909]","[461.3011779785156, 748.1600952148438, 598.1431884765625, 841.9244384765625]","59-T2
686.23"
528,227.0,"[449.53560607580994, 525.6775900848011, 858.8338781757309, 1100.1289182152104]","[474.1473083496094, 748.09814453125, 607.5675048828125, 840.2943115234375]","59-T2
686.23"
529,227.0,"[465.19219721897394, 519.2856877057468, 879.0045990869705, 1094.954431890623]","[489.13580322265625, 741.050537109375, 621.0117797851562, 833.220703125]","59-T2
686.23"
530,227.0,"[471.579970606127, 519.0649852410664, 879.88740404176, 1093.904360311169]","[497.11669921875, 742.3668212890625, 629.48876953125, 835.3987426757812]","59-T2
686.23"
531,227.0,"[477.1326960183303, 525.9466869645114, 874.4140390475616, 1096.8973663388838]","[506.4009704589844, 744.8623657226562, 638.0289306640625, 838.4593505859375]","59-T2
686.23"
532,227.0,"[482.3645434384931, 524.5042133899592, 870.7225969827813, 1095.034501682358]","[514.1768798828125, 744.539306640625, 649.3096923828125, 836.9917602539062]","59-T2
686.23"
533,227.0,"[495.86522045726406, 521.6854873632258, 887.3697665330335, 1092.563110073596]","[525.177490234375, 743.019287109375, 656.4024658203125, 835.7184448242188]","59-T2
686.23"
534,227.0,"[505.9671462027501, 524.6767418525731, 891.730267391884, 1092.2969103538612]","[529.6934814453125, 743.3479614257812, 662.5562744140625, 832.0762939453125]","59-T2
686.23"
535,227.0,"[513.1593901333838, 519.3319544776926, 898.8613294752806, 1085.8464608369354]","[541.947998046875, 734.539306640625, 674.8274536132812, 826.4921264648438]","59-T2
686.23"
536,227.0,"[523.29835366458, 510.08447381382445, 909.7928612578517, 1078.2153354099482]","[552.9029541015625, 732.1439208984375, 682.3695068359375, 825.2268676757812]","59-T2
686.23"
537,227.0,"[531.4735646166187, 504.53424960890015, 921.8919585845963, 1075.300679741811]","[560.3739013671875, 734.1260986328125, 688.914794921875, 825.7413330078125]","59-T2
686.23"
538,227.0,"[534.8568598579106, 501.2793609425604, 924.5893390707072, 1073.7231165690446]","[571.0541381835938, 732.0281982421875, 698.8533325195312, 823.64501953125]","59-T2
686.23"
539,227.0,"[542.6256426467618, 506.3579014144094, 930.1930230078248, 1075.6226811764718]","[576.5374755859375, 727.883544921875, 706.4494018554688, 821.17626953125]","59-T2
686.23"
540,227.0,"[556.8428353526892, 506.24207113314867, 947.2242654741431, 1073.5929130985269]","[581.5889282226562, 728.3955688476562, 711.2349243164062, 819.0899047851562]","59-T2
686.23"
541,227.0,"[566.4934505351646, 505.8843765304038, 958.9079759165786, 1072.1785849766989]","[593.8369750976562, 726.7244262695312, 725.473876953125, 819.18896484375]","59-T2
686.23"
542,227.0,"[566.9513146453285, 507.49100630027567, 952.905478828844, 1071.2201822481088]","[600.9274291992188, 725.55029296875, 730.2709350585938, 819.0631713867188]","59-T2
686.23"
543,227.0,"[573.4939777954484, 511.13569151268746, 956.6227568037876, 1071.6825104396667]","[604.1046142578125, 727.5296630859375, 735.878173828125, 819.3541259765625]","59-T2
686.23"
544,227.0,"[576.8565595519734, 514.1339609782182, 959.3029762502116, 1071.6338783738452]","[606.7890625, 728.046142578125, 737.0662841796875, 819.3294067382812]","59-T2
686.23"
545,227.0,"[583.6310553301672, 510.8274716324241, 961.2379507689342, 1067.1273623047775]","[610.794189453125, 723.49951171875, 743.1776123046875, 815.769287109375]","59-T2
686.23"
546,227.0,"[583.3065454403862, 509.3387135186891, 954.080643082035, 1063.9302276901662]","[620.7626953125, 723.2913818359375, 749.2900390625, 815.615234375]","59-T2
686.23"
547,227.0,"[591.9049258131633, 503.6979729956936, 965.7752984400106, 1061.4165908078235]","[627.5386962890625, 722.9761962890625, 755.6759033203125, 816.6397705078125]","59-T2
686.23"
548,227.0,"[590.053674808082, 509.20494213203034, 956.103423547158, 1063.2006796423054]","[631.612548828125, 723.48974609375, 759.9609375, 816.1304931640625]","59-T2
686.23"
549,227.0,"[595.5491720962169, 512.7296714933861, 962.2138928415233, 1064.1582202129034]","[636.6915893554688, 723.7742919921875, 767.7293701171875, 814.8004150390625]","59-T2
686.23"
550,227.0,"[604.7073589189102, 508.68236092433517, 978.5862948831401, 1062.371342498248]","[646.2544555664062, 723.4112548828125, 773.296142578125, 815.3391723632812]","59-T2
686.23"
551,227.0,"[608.2098419561794, 488.9689115967239, 992.2403761278404, 1053.7442590733717]","[651.904541015625, 719.1399536132812, 778.6834716796875, 808.2952880859375]","59-T2
686.23"
552,227.0,"[614.4525494295639, 493.3407593252828, 1000.4034770191212, 1056.2472167373905]","[661.4199829101562, 715.3156127929688, 786.4390869140625, 804.8345947265625]","59-T2
686.23"
553,227.0,"[619.1554650390756, 485.0814379529999, 1012.5462394301753, 1053.2377142260225]","[671.5010986328125, 716.2245483398438, 797.4911499023438, 806.0308227539062]","59-T2
686.23"
554,227.0,"[630.6041844205954, 487.66537284815587, 1023.2465866357047, 1055.3135649436167]","[682.5269775390625, 717.68115234375, 806.3146362304688, 806.5914916992188]","59-T2
686.23"
555,227.0,"[636.771316800149, 493.7736436772318, 1021.5755724904061, 1057.640442560523]","[692.97119140625, 712.171630859375, 816.69384765625, 805.3619384765625]","59-T2
686.23"
556,227.0,"[648.2664463675758, 462.2359621435732, 1032.7721230614754, 1043.0594451498926]","[698.9992065429688, 711.7586669921875, 823.9453125, 804.6014404296875]","59-T2
686.23"
557,227.0,"[656.6088535335045, 474.428019305081, 1038.8909372950793, 1051.5939369451432]","[706.306396484375, 710.5039672851562, 831.9179077148438, 803.8399658203125]","59-T2
686.23"
558,227.0,"[664.9436747119339, 485.549066370321, 1045.4665418109266, 1055.3571146195081]","[712.3773193359375, 711.0364990234375, 838.8803100585938, 802.796630859375]","59-T2
686.23"
559,227.0,"[669.855397217607, 494.4775213981383, 1047.0111915993189, 1055.5489733623908]","[718.5416259765625, 707.0416259765625, 845.16015625, 797.16357421875]","59-T2
686.23"
560,227.0,"[675.2659193897263, 504.2968195859911, 1051.4585169186546, 1057.8220533501735]","[724.8668823242188, 710.7998046875, 847.55419921875, 802.7411499023438]","59-T2
686.23"
561,227.0,"[680.4870650924298, 506.001592617265, 1056.1570264925392, 1055.0383071803087]","[729.1642456054688, 709.9780883789062, 852.911865234375, 799.9935302734375]","59-T2
686.23"
562,227.0,"[673.4033480243481, 515.1095741691065, 1041.2081378749492, 1055.1012736485857]","[720.6552734375, 728.0728759765625, 840.2243041992188, 813.6671142578125]","59-T2
686.23"
563,227.0,"[669.0885032748536, 535.8641482625998, 1025.3347832434417, 1055.7030195947227]","[703.3888549804688, 749.2989501953125, 816.8226928710938, 828.2114868164062]","59-T2
686.23"
564,227.0,"[655.4573678321383, 554.1496201107384, 992.4651655773191, 1053.7530368733962]","[699.348388671875, 757.8465576171875, 804.2132568359375, 833.835693359375]","59-T2
686.23"
565,227.0,"[655.8376155838986, 566.7362224013222, 981.2785610053492, 1048.8545885295534]","[694.7249145507812, 770.0857543945312, 795.0, 844.7499389648438]",59T2885623
566,227.0,"[654.1385909352816, 580.982698940234, 960.3822075266644, 1045.3919351491188]","[691.1881713867188, 777.6377563476562, 786.3863525390625, 851.5248413085938]","59-T7
695.23"
567,227.0,"[646.0205914651901, 596.605000575825, 935.6242808757988, 1041.7693455178285]","[688.1608276367188, 783.05029296875, 779.561279296875, 852.833984375]",59LT288523
568,227.0,"[642.731718078462, 617.4278274390497, 909.123112861046, 1041.956315079115]","[688.595703125, 790.746337890625, 778.0987548828125, 857.8858642578125]","59-T7
6857"
578,240.0,"[40.59046980295028, 664.2832512982636, 421.91090912076277, 1207.1219435144412]","[43.99018859863281, 905.9317016601562, 159.32650756835938, 993.2984619140625]","59-E0
5315"
579,240.0,"[46.86419928520456, 661.160697481843, 427.13669671801335, 1199.0692559827517]","[46.980865478515625, 903.3209838867188, 163.864501953125, 988.6961059570312]","59-T4
053.15"
582,240.0,"[71.05764268066599, 631.364148833304, 451.7340989306063, 1163.0369061387519]","[72.12895202636719, 889.685302734375, 186.0357666015625, 972.387451171875]","59-E0
5315"
583,240.0,"[80.7603580860372, 620.27955270917, 461.5248565728564, 1157.4564946153992]","[81.97977447509766, 888.2924194335938, 193.62217712402344, 971.3377075195312]","59-T4
053.15"
585,240.0,"[94.12610638434762, 626.6633713239858, 471.9214845677966, 1159.6922954996146]","[94.79100036621094, 879.7124633789062, 207.07577514648438, 961.1665649414062]","59-T4
053.15"
586,240.0,"[106.09992860068763, 616.1360121860224, 481.69107755930924, 1151.3683186048552]","[106.90022277832031, 880.3087158203125, 217.68218994140625, 958.5477294921875]","59-T4
053.15"
587,240.0,"[116.52752426015081, 590.5435806908721, 495.6983618267885, 1139.4745903189423]","[119.35022735595703, 875.3193359375, 224.357177734375, 955.204345703125]","59-T4
053.15"
588,240.0,"[126.44919270091336, 590.6661462309673, 502.48181101539296, 1138.2972842653971]","[128.20620727539062, 870.4013671875, 231.80442810058594, 948.24755859375]","59-T4
053.15"
589,240.0,"[135.93311981844454, 597.8279615508224, 507.88190328206997, 1136.8273618169019]","[140.0675811767578, 867.3283081054688, 242.52044677734375, 945.6710815429688]",59TA405315
590,240.0,"[145.8468514167808, 592.7024571676463, 512.9467463574422, 1127.864816704547]","[148.218505859375, 864.32666015625, 251.1866912841797, 940.275146484375]","59-T4
405.35"
593,240.0,"[174.75239001101542, 645.0164177690372, 528.2369397363989, 1124.490585116075]","[177.5804443359375, 858.5872192382812, 280.39501953125, 930.4385375976562]","59-T4
053.15"
594,240.0,"[185.420708429098, 636.7687350818264, 532.3893169394092, 1111.1033778549788]","[189.4221954345703, 854.592041015625, 290.27752685546875, 926.7445678710938]",59T4405315
596,240.0,"[209.36148815107413, 649.4649022427948, 547.2741088662578, 1100.4741364796255]","[211.53598022460938, 842.6103515625, 310.4235534667969, 914.196533203125]","59-T4
053.15"
599,240.0,"[235.80836932130816, 639.6727781138175, 564.0838735078321, 1081.412161267981]","[237.59092712402344, 836.6193237304688, 332.7698974609375, 904.0211791992188]","59-E0
5315"
600,240.0,"[241.1815766675502, 645.6547353985507, 565.7273217566687, 1077.254905238955]","[242.41213989257812, 836.2540283203125, 337.8939514160156, 903.2640380859375]","59-T4
053.15"
601,240.0,"[248.92699236147573, 649.8260099398145, 570.9570915669026, 1071.583593856029]","[250.234130859375, 831.43115234375, 343.0897521972656, 900.0469970703125]","59-B4
053.15"
602,240.0,"[257.32925997620475, 644.4949543326524, 576.8988020513438, 1062.0986970993772]","[259.310546875, 825.876708984375, 349.556884765625, 892.9180297851562]","59-B4
053.15"
606,240.0,"[281.0720091924754, 619.8433034501986, 592.166361354723, 1040.400334801241]","[285.18609619140625, 811.6712036132812, 371.16510009765625, 876.3517456054688]","59-T4
053.15"
607,240.0,"[284.28677084030824, 625.738729608709, 585.7644951017015, 1036.0445861457458]","[287.92669677734375, 806.9423828125, 375.9469299316406, 870.1661376953125]","59-Y4
0515"
608,240.0,"[288.08426718114384, 627.3632683846672, 583.0724013153331, 1029.0156114757756]","[294.8624267578125, 800.1033325195312, 382.06219482421875, 865.5170288085938]","59-T4
0535"
609,240.0,"[296.315740344955, 619.3013100290298, 587.3972074270727, 1018.0229730489798]","[298.65740966796875, 795.4275512695312, 386.762451171875, 861.0671997070312]",59T4053155
610,240.0,"[300.4528452264668, 621.3309487196847, 585.8262997822521, 1014.6815515766278]","[302.6710205078125, 793.5401611328125, 393.1669006347656, 859.7169189453125]","59-E0
5355"
611,240.0,"[304.54252133666233, 634.8775605892828, 581.3877383214606, 1016.178289196395]","[309.6125793457031, 791.3001708984375, 397.42327880859375, 856.7151489257812]","59-T4
505.35"
663,240.0,"[448.4275428228742, 552.5298831050774, 658.4241551920203, 847.0093486607769]","[449.2454833984375, 676.2507934570312, 514.43798828125, 723.2625732421875]","59-T0
5315"
664,240.0,"[448.7611922652378, 542.0613881973245, 658.1135227179321, 840.9490066668131]","[453.8685607910156, 678.0452270507812, 518.52490234375, 723.0122680664062]","59-TA
053.15"
664,245.0,"[690.5395682657448, 531.3926308979055, 816.7135460761666, 764.4305182197925]","[701.3003540039062, 628.4691162109375, 751.80859375, 660.7786254882812]","59-T2
686.23"
664,248.0,"[968.7982305042351, 542.6376919629291, 1075.0402342728103, 727.1442114776179]","[993.799072265625, 599.7249145507812, 1039.3026123046875, 631.6495361328125]","59-YV
330.59"
665,240.0,"[450.8197085080628, 550.2992762354656, 658.3888987972829, 843.3699847353105]","[456.13812255859375, 672.0274658203125, 521.7049560546875, 721.0288696289062]","59-TA
053.15"
665,248.0,"[965.5311356760002, 542.3202035950969, 1074.1063517156465, 728.2438146595271]","[992.7340087890625, 601.3797607421875, 1036.5343017578125, 632.6502685546875]","59-YV
330.59"
665,245.0,"[686.9748912074655, 535.9730461627183, 811.3396026275128, 764.9895639776781]","[697.70556640625, 629.5121459960938, 749.5423583984375, 661.6240234375]","59-T2
686.23"
666,245.0,"[684.9319209162711, 536.7255980158446, 807.1465699349237, 763.2209215885074]","[697.728271484375, 627.349365234375, 746.7540283203125, 659.3248291015625]","59-T2
686.23"
666,240.0,"[452.7892227849013, 549.0337361008969, 660.2766923829879, 840.069757127329]","[456.6226501464844, 671.6552124023438, 521.560791015625, 716.4168090820312]","59-TA
053.15"
667,240.0,"[454.28396882728754, 551.8423531513005, 660.387393626497, 839.3662289197533]","[457.5909118652344, 672.9688720703125, 521.4340209960938, 716.683837890625]","59-TA
053.15"
667,248.0,"[959.640195111521, 541.9104905153783, 1070.738957977005, 728.9962545240762]","[986.4071044921875, 602.7723999023438, 1031.8798828125, 633.4476928710938]","59-V3
305.99"
667,278.0,"[684.0609928640255, 489.8161277413251, 844.6356543827441, 760.9994009061459]","[691.1409912109375, 630.0481567382812, 743.06640625, 660.6578979492188]","59-T2
686.23"
668,248.0,"[955.5888145377415, 541.5991631876022, 1068.5570203334523, 729.3981756566661]","[983.0663452148438, 605.4794921875, 1029.080322265625, 635.1429443359375]","59-V3
305.99"
668,240.0,"[455.43588625999945, 555.9720140211821, 659.5656245478676, 839.3664682419703]","[459.10089111328125, 671.017822265625, 523.0036010742188, 713.4102172851562]","59-TA
053.15"
668,278.0,"[674.0488358385336, 501.51520320081636, 823.1080502925005, 760.3466696581452]","[686.6098022460938, 633.5218505859375, 739.2160034179688, 664.0784912109375]","59-T2
686.23"
669,240.0,"[456.9666613958457, 560.5667773660333, 658.3193684720372, 838.1915989279604]","[462.50030517578125, 668.363037109375, 524.88525390625, 709.553466796875]","59-TA
053.15"
669,278.0,"[673.3412424965092, 504.90303102141235, 815.3350913831292, 758.0228877388319]","[687.9358520507812, 630.3604736328125, 740.7127075195312, 660.2572021484375]","59-T2
686.23"
669,248.0,"[954.7572069788606, 540.9374814817918, 1069.373710499539, 728.6881502586148]","[981.3817749023438, 603.0569458007812, 1029.404052734375, 634.8953247070312]","59-V3
305.99"
670,240.0,"[459.8306330909704, 563.8651941732705, 659.0578303380989, 837.0432868690302]","[462.6048889160156, 669.9452514648438, 527.0439453125, 711.4999389648438]","59-TA
053.15"
670,248.0,"[951.8340893187717, 544.1690818081257, 1068.7551408833879, 730.5729992774471]","[978.927734375, 605.4207763671875, 1027.4979248046875, 635.4486083984375]","59-V3
305.99"
670,278.0,"[675.6242069067639, 517.759465221977, 810.9878481075632, 760.7003760278612]","[686.9752197265625, 633.763916015625, 739.842041015625, 664.1654663085938]","59-T2
686.23"
671,278.0,"[677.2922827166387, 526.450573544026, 806.7790466897563, 762.5442977804847]","[687.017822265625, 635.6035766601562, 739.1881713867188, 668.302001953125]","59-T2
686.23"
671,248.0,"[950.1685398751787, 547.1016146424503, 1067.2455358696063, 733.3044407748597]","[977.52978515625, 610.8411254882812, 1023.0353393554688, 640.8901977539062]","59-V3
305.99"
672,240.0,"[463.76148824424473, 568.8131621525807, 657.2741143097929, 835.764887506299]","[465.76007080078125, 669.6437377929688, 528.89501953125, 709.4685668945312]","59-TA
053.15"
672,278.0,"[676.9199732312637, 534.8387893817493, 798.5264977122584, 760.6977503199417]","[684.502685546875, 632.24658203125, 739.4093627929688, 664.0355224609375]","59-T2
686.23"
672,248.0,"[948.464749622423, 548.6057141928837, 1065.8830660198487, 733.7318860390316]","[975.9992065429688, 609.2822265625, 1022.85498046875, 638.5971069335938]","59-V3
305.99"
673,240.0,"[464.84949728427347, 569.2086051066981, 655.7419976096189, 833.6324101962425]","[469.04718017578125, 670.2705078125, 529.8255615234375, 707.9518432617188]","59-TA
053.15"
673,278.0,"[680.7392257925553, 534.1992030903133, 801.9963792941135, 756.9355735336047]","[684.7335205078125, 630.7557373046875, 738.744873046875, 662.1363525390625]","59-T2
686.23"
673,248.0,"[945.0959120583635, 549.9142244720178, 1061.8674740000529, 734.0468878202953]","[974.8802490234375, 608.8836669921875, 1021.8689575195312, 638.0509033203125]","59-V3
305.99"
674,240.0,"[463.04718403913273, 570.1483776938189, 646.0865591921701, 832.9788984841844]","[471.826171875, 670.517333984375, 533.5757446289062, 708.0477294921875]","59-TA
053.15"
674,248.0,"[941.7773315162566, 549.2856748615254, 1055.1112949157673, 732.8947479941212]","[973.4796752929688, 607.6087646484375, 1019.7665405273438, 638.2827758789062]","59-V3
305.99"
674,278.0,"[681.454874214048, 532.5936890671654, 802.1926867190589, 754.0252084980895]","[686.0004272460938, 631.1369018554688, 739.0299682617188, 661.8579711914062]",59FT268623
675,240.0,"[466.9851427124735, 574.631072972988, 643.5388476999002, 833.6768004990292]","[473.7977600097656, 672.5321655273438, 537.6806030273438, 710.5465087890625]","59-TA
053.15"
675,248.0,"[939.3791153811184, 539.80694024736, 1048.262955074648, 728.6195788404289]","[971.6884765625, 609.3212890625, 1017.13818359375, 640.0173950195312]","59-V3
305.99"
675,279.0,"[684.1799743666693, 495.1930488104855, 844.7202668883956, 753.286041783571]","[684.728515625, 632.7904052734375, 738.361328125, 663.4202880859375]","59-T2
686.23"
676,279.0,"[683.6780191868626, 492.0804870889648, 845.9632825278326, 753.8543375963724]","[686.3873291015625, 635.2867431640625, 737.6152954101562, 667.6423950195312]","59-T2
686.23"
676,240.0,"[470.6958488355674, 585.7856306205202, 642.2328605840969, 837.8198382643433]","[475.90283203125, 675.556640625, 538.9573974609375, 716.167236328125]","59-TA
053.15"
676,248.0,"[938.9183527767623, 534.6672767046977, 1044.30599037182, 729.0153977784215]","[969.4573974609375, 613.42626953125, 1013.4111328125, 644.907470703125]","59-V3
305.99"
677,279.0,"[677.7329080788363, 492.7487163133174, 844.7563257900938, 756.7181418840644]","[683.798583984375, 637.6683959960938, 737.5440673828125, 668.8417358398438]","59-T2
686.23"
677,240.0,"[471.8468218944268, 590.3349720062403, 638.3070614088286, 837.8805499257043]","[477.23126220703125, 675.1380615234375, 541.0332641601562, 717.36328125]","59-TA
053.15"
677,248.0,"[938.3182108349305, 533.7227348592284, 1041.012613658806, 731.5636702211372]","[967.617919921875, 615.03173828125, 1010.507080078125, 649.8640747070312]","59-V3
305.99"
678,278.0,"[682.0974749318644, 542.3495570471121, 805.1302082476949, 760.0508574770672]","[683.8076171875, 637.9323120117188, 737.623291015625, 668.0830078125]","59-T2
686.23"
678,248.0,"[937.9573392249866, 549.0381753330828, 1038.2538554142834, 739.8285690963751]","[964.5184936523438, 613.6290893554688, 1008.3638305664062, 647.7731323242188]",59LYV330599
678,240.0,"[475.43774639969274, 591.7596200875686, 637.780715559597, 835.789529637067]","[479.5147705078125, 674.9559326171875, 541.6514282226562, 715.6348266601562]","59-TA
053.15"
679,240.0,"[481.1889463862376, 587.0077590903707, 643.2565668007669, 830.7539446951821]","[482.6019287109375, 672.8170166015625, 546.5150756835938, 714.7498168945312]",59T4405315
679,278.0,"[681.7923959725692, 538.9312182441548, 804.2978558373245, 755.2131942816355]","[684.489990234375, 635.4212646484375, 736.7188110351562, 664.5308837890625]","59-T2
686.23"
679,248.0,"[937.6475919472273, 551.8016141762414, 1037.6480443629853, 739.2933198670189]","[964.5946655273438, 612.6355590820312, 1008.2817993164062, 646.878173828125]","59-V3
305.99"
680,282.0,"[682.496140229803, 573.3416217284911, 783.6002677026069, 757.1586818759812]","[684.4319458007812, 637.3179321289062, 737.9227294921875, 668.2814331054688]","59-T2
686.23"
680,248.0,"[938.0478265215871, 553.3825154940323, 1037.5506517857896, 739.4111913873849]","[965.1483764648438, 615.0379028320312, 1010.3010864257812, 649.54248046875]","59-V3
505.99"
680,240.0,"[482.8443663951299, 589.0491804479697, 640.5686778680753, 831.2671458596793]","[487.7331848144531, 676.5947265625, 549.2634887695312, 718.2394409179688]","59-TA
053.15"
681,240.0,"[484.4241127540393, 589.8694975395605, 639.6395687531451, 829.5695288921708]","[486.64312744140625, 673.983154296875, 548.8836669921875, 711.4898681640625]","59-TA
053.15"
681,248.0,"[935.9685775176265, 552.6671483491041, 1036.2920999672615, 739.0392870152459]","[962.1873779296875, 614.1956176757812, 1006.9969482421875, 647.4449462890625]","59-V3
305.99"
681,282.0,"[680.846319376456, 572.6494716983655, 782.0582782553643, 756.8309967852924]","[682.790283203125, 636.545166015625, 735.8150634765625, 668.7840576171875]","59-T2
686.23"
682,240.0,"[486.63927149687805, 586.9543560884171, 641.9216544077653, 825.8625087425615]","[488.75604248046875, 671.251708984375, 550.9256591796875, 708.1103515625]","59-TA
053.15"
682,248.0,"[933.0322624673153, 554.8466462377162, 1032.694675761411, 738.7648484446524]","[958.50146484375, 614.5186157226562, 1003.5280151367188, 645.4810180664062]","59-V3
0599"
682,282.0,"[678.7335940939912, 572.1054467535461, 779.3518376308556, 754.9325556808673]","[683.5715942382812, 636.137451171875, 731.585205078125, 665.25341796875]","59-T2
686.23"
683,240.0,"[488.42309084396663, 589.0343520264955, 641.7066668285353, 825.5009296208239]","[491.97235107421875, 671.801025390625, 553.1039428710938, 708.5830078125]","59-TA
053.15"
683,248.0,"[931.9678173121953, 556.8154299433543, 1032.2926692706185, 739.1330431326721]","[958.2138671875, 614.16552734375, 1003.4405517578125, 645.6885375976562]","59-V3
3599"
683,282.0,"[678.4137508195789, 571.7856862693721, 778.7355917524923, 753.8599935714543]","[683.2083740234375, 637.258544921875, 733.73583984375, 665.9581298828125]","59-T2
686.23"
684,240.0,"[489.5052070973472, 590.6003594488797, 641.3899341449255, 825.4535101957832]","[490.46966552734375, 673.49951171875, 552.138671875, 711.1685180664062]",59TA4405315
684,248.0,"[927.6797890992891, 558.7233394658997, 1027.6229207432589, 739.8833746872476]","[953.0726318359375, 617.7273559570312, 998.5101318359375, 649.7611083984375]","59-V3
305.99"
684,282.0,"[677.0137574426681, 571.979482656559, 777.910755725826, 755.2007932605941]","[679.214111328125, 636.648681640625, 729.2777099609375, 669.147705078125]","59-T2
686.23"
685,282.0,"[673.9755104364019, 570.4968965325488, 775.4558679435083, 755.3581823974346]","[674.6030883789062, 636.7527465820312, 724.5065307617188, 668.407470703125]","59-T2
686.23"
685,248.0,"[922.133226358981, 564.6047592332089, 1021.3679010823488, 742.3766163162087]","[947.5164184570312, 620.4166259765625, 990.0162963867188, 651.8604736328125]","59-V3
3599"
686,279.0,"[660.5030141920906, 493.9053565195784, 819.8081279736323, 751.6248277917341]","[667.2017211914062, 636.6788330078125, 718.5086059570312, 665.0970458984375]","59-T2
686.23"
687,240.0,"[481.69167370433377, 588.6242507542112, 634.3158505247933, 824.0252702395943]","[482.477294921875, 672.68603515625, 541.7628784179688, 709.9664306640625]","59-TA
053.15"
687,282.0,"[666.9272595671124, 563.2704242613963, 769.4284714714892, 749.4426930935665]","[669.460693359375, 632.695068359375, 716.0621337890625, 660.843505859375]","59-T2
686.23"
688,240.0,"[480.9624115624941, 583.2106561849549, 635.1193450637716, 820.5877691011632]","[481.1889953613281, 674.03857421875, 542.1451416015625, 709.9091796875]","59-TA
053.15"
688,282.0,"[657.5815786311844, 545.6156393090928, 766.0254298424952, 744.8424071507432]","[663.2384033203125, 632.1712646484375, 715.713134765625, 662.439697265625]","59-T2
686.23"
689,282.0,"[652.642162574122, 556.7110907102341, 757.8842050052349, 750.2215909563334]","[656.1822509765625, 635.532958984375, 704.4283447265625, 664.5918579101562]","59-T2
686.23"
690,240.0,"[467.9431336143783, 576.1183467448597, 623.806874465523, 822.6078488193172]","[471.4336853027344, 682.816650390625, 530.7178955078125, 721.4808349609375]","59-TA
053.15"
690,282.0,"[644.8307355799577, 569.9495104699703, 749.643268923541, 758.1520071953217]","[654.7670288085938, 642.741455078125, 697.7865600585938, 673.104248046875]","59-T2
686.23"
691,240.0,"[462.5143713539561, 579.4355889628794, 618.3930212518218, 826.4468926885386]","[470.00067138671875, 684.2459716796875, 530.2638549804688, 724.33642578125]","59-TA
053.15"
691,282.0,"[643.067794069531, 577.7545556571708, 744.0794853941348, 760.5321616542467]","[646.7169189453125, 643.561767578125, 693.7623291015625, 672.2421875]","59-T2
686.23"
692,282.0,"[635.9851283857034, 574.6003983621722, 737.2999259160775, 755.2407248523198]","[636.734375, 637.945556640625, 690.1539306640625, 665.7556762695312]","59-C6
8623"
692,240.0,"[461.1331495141893, 589.6301469559597, 613.3175924568903, 828.8194723541907]","[467.1075439453125, 680.728759765625, 523.0982666015625, 714.928955078125]","59-TA
053.15"
693,240.0,"[459.64544795291226, 591.3665030012133, 608.3631169567561, 825.4531700883562]","[464.74676513671875, 675.856689453125, 521.7586669921875, 710.689208984375]","59-TA
053.15"
693,282.0,"[630.2544430728692, 573.2588468466054, 730.8989036241983, 751.8263404853085]","[634.186279296875, 636.8759765625, 683.5798950195312, 664.916015625]","59-T2
686.23"
694,240.0,"[455.22397003594546, 589.4449598866389, 602.387548359093, 823.4131497430011]","[456.2566223144531, 678.9142456054688, 512.36328125, 716.6962280273438]","59-TA
053.15"
